"trait","beta","a","d","aa","ad","dd"
"a + d",NA,NA,3.368421908,NA,NA,NA
"a - d",NA,0.694996119,-3.402069219,NA,NA,NA
"d - a",NA,-0.694996119,3.402069219,NA,NA,NA
"a",5.25,5.16748339,NA,NA,NA,NA
"d",15.4,NA,15.63221445,NA,NA,NA
"a / d",NA,0.472949637,-1.101161521,NA,-0.404796036,0.513885908
"d / a",NA,-0.648623811,1.651530765,0.407773789,-0.355256068,NA
"a * d",NA,56.77129318,177.6841539,NA,84.01935883,NA
"a + d",NA,5.096065289,15.60931475,NA,NA,NA
"a - d",NA,5.312402745,-15.66062925,NA,NA,NA
"d - a",NA,-5.312402745,15.66062925,NA,NA,NA
"a",6207.5,5965.837431,NA,NA,NA,NA
"d",654.8,NA,646.6131058,NA,NA,NA
"a / d",NA,12.94432692,-32.04523435,NA,-11.15871062,13.83756292
"d / a",NA,-0.01740284,0.052602956,0.011494627,-0.012600759,NA
"a * d",NA,2773799.622,8864915.061,NA,4107612.2,NA
"a + d",NA,5969.559474,NA,-411.9374977,NA,NA
"a - d",NA,5949.886777,NA,NA,NA,-569.6581476
"d - a",NA,-5949.886777,NA,NA,NA,569.6581476
"a",0.845,0.779048334,NA,NA,NA,NA
"d",34.57143,NA,33.73740619,NA,NA,NA
"a / d",NA,0.017836844,-0.243976987,NA,NA,0.111127657
"d / a",NA,-0.383521081,3.439260699,NA,NA,NA
"a * d",NA,33.06871978,317.6651945,NA,NA,NA
"a + d",NA,0.870165509,34.09147037,NA,NA,NA
"a - d",NA,NA,-33.82293014,NA,NA,NA
"d - a",NA,NA,33.82293014,NA,NA,NA
"a",6,6.045073768,NA,NA,NA,NA
"d",38.33333333,NA,38.98545912,NA,NA,NA
"a / d",NA,0.205486269,-2.268593995,NA,NA,1.110739602
"d / a",NA,-0.087203048,0.989466246,NA,-0.16475465,NA
"a * d",NA,148.3381398,1465.871934,NA,139.5253424,NA
"a + d",NA,6.279812828,39.07783834,NA,NA,NA
"a - d",NA,5.833441488,-38.06434904,NA,NA,NA
"d - a",NA,-5.833441488,38.06434904,NA,NA,NA
"a",1.14,0.665341372,NA,NA,NA,NA
"d",14.1,NA,13.58891798,NA,NA,NA
"a / d",NA,NA,-0.517134064,NA,0.067397848,NA
"d / a",NA,NA,0.579825248,NA,-0.114509178,NA
"a * d",NA,36.69227086,321.6489173,NA,NA,NA
"a + d",NA,1.07590195,13.08245281,NA,NA,NA
"a - d",NA,NA,-15.50470977,NA,2.343453829,NA
"d - a",NA,NA,15.50470977,NA,-2.343453829,NA
"a",33.915,34.39295134,NA,NA,NA,NA
"d",0.220751609,NA,0.21918478,NA,NA,NA
"a / d",NA,274.2916553,-1268.822685,NA,-274.3647578,585.2325367
"d / a",NA,-0.000246118,0.001285227,NA,-0.00019514,NA
"a * d",NA,4.968634563,34.12024211,NA,3.769632027,NA
"a + d",NA,34.38541784,NA,NA,NA,NA
"a - d",NA,34.40032519,NA,NA,NA,NA
"d - a",NA,-34.40032519,NA,NA,NA,NA
"a",6.1,6.013044958,NA,NA,NA,NA
"d",61,NA,62.12462996,NA,NA,NA
"a / d",NA,0.044853654,-0.017113335,NA,-0.015077968,NA
"d / a",NA,-15.53935124,25.32175979,14.61514577,NA,NA
"a * d",NA,805.5494204,509.0708344,NA,340.5253631,NA
"a + d",NA,8.282833279,62.29959188,NA,NA,NA
"a - d",NA,2.331086199,-61.78792512,NA,NA,NA
"d - a",NA,-2.331086199,61.78792512,NA,NA,NA
"a",12.375,13.48275602,NA,NA,NA,NA
"d",12.9,NA,14.22970093,NA,0.785258087,NA
"a / d",NA,0.701566556,-2.049527716,NA,-0.647756023,0.769528321
"d / a",NA,-0.103641706,0.301865202,0.043919297,NA,NA
"a * d",NA,279.9293392,644.5296115,NA,141.2508493,NA
"a + d",NA,13.35189777,7.595733025,NA,NA,NA
"a - d",NA,13.84871991,-16.7697077,NA,-4.237621338,NA
"d - a",NA,-13.84871991,16.7697077,NA,4.237621338,NA
"a",0.156,0.158871191,NA,NA,NA,NA
"d",0.690257401,NA,0.697544893,NA,NA,NA
"a / d",NA,0.285166916,-6.702763463,NA,NA,3.22961522
"d / a",NA,-0.015801963,0.262910586,NA,NA,NA
"a * d",NA,NA,1.861194095,NA,0.250547512,NA
"a + d",NA,0.154475809,0.824234808,NA,NA,NA
"a - d",NA,0.165284307,-0.356928453,0.155512264,NA,NA
"d - a",NA,-0.165284307,0.356928453,-0.155512264,NA,NA
"a",0.6,0.605979878,NA,NA,-0.222462927,NA
"d",2.96,NA,2.384128001,-0.269915172,-0.176651697,NA
"a / d",NA,0.122903338,-0.167231445,0.091445192,-0.084819008,NA
"d / a",NA,-0.205171839,NA,-0.211176114,NA,0.315858583
"a * d",NA,3.049544676,12.95514367,NA,NA,NA
"a + d",NA,0.62072288,3.020586386,NA,-0.544945081,NA
"a - d",NA,0.602731763,NA,1.015517751,NA,-1.380735211
"d - a",NA,-0.602731763,NA,-1.015517751,NA,1.380735211
"a",14.65,14.74012009,NA,NA,NA,NA
"d",0.088,NA,NA,-0.046163439,NA,NA
"a / d",NA,22.17587573,NA,NA,NA,NA
"d / a",NA,-0.045384182,NA,0.024374856,0.019108363,NA
"a * d",NA,9.892154539,NA,-1.087391278,NA,NA
"a + d",NA,14.7339735,NA,NA,NA,NA
"a - d",NA,14.74596068,NA,NA,NA,NA
"d - a",NA,-14.74596068,NA,NA,NA,NA
"a",5.21,4.96162752,NA,NA,NA,NA
"d",67,NA,66.76771877,NA,NA,NA
"a / d",NA,0.03482379,-0.247892078,NA,NA,NA
"d / a",NA,-0.09328401,0.604879916,NA,NA,NA
"a * d",NA,563.6113841,6602.840937,NA,NA,NA
"a + d",NA,3.451938015,67.4648556,NA,NA,NA
"a - d",NA,5.943138395,-65.8482433,NA,NA,NA
"d - a",NA,-5.943138395,65.8482433,NA,NA,NA
"a",9.703,9.580856124,NA,NA,NA,NA
"d",71.03,NA,76.64987278,NA,NA,NA
"a / d",NA,0.04901786,-0.041141334,NA,NA,NA
"d / a",NA,-4.833285972,3.867418017,2.446918398,NA,NA
"a * d",NA,1839.897227,1215.127201,NA,NA,NA
"a + d",NA,7.681259303,76.52068521,NA,NA,NA
"a - d",NA,9.547027059,-76.41843368,NA,NA,NA
"d - a",NA,-9.547027059,76.41843368,NA,NA,NA
"a",0.644,0.837857457,NA,NA,NA,NA
"d",0.386293828,NA,0.38532188,NA,NA,NA
"a / d",NA,7.922893911,-173.6389824,NA,-10.91719696,97.65788885
"d / a",NA,-0.000864583,0.038034841,NA,-0.002278445,NA
"a * d",NA,0.095386525,3.916308056,NA,0.282618732,NA
"a + d",NA,0.84881268,NA,NA,NA,NA
"a - d",NA,0.82616927,NA,NA,NA,NA
"d - a",NA,-0.82616927,NA,NA,NA,NA
"a",0.08,0.084042804,0.67097915,0.307967006,NA,-0.407803589
"d",50.17,NA,NA,-12.28603499,NA,21.90627837
"a / d",NA,0.00064187,NA,0.002864523,NA,-0.002440206
"d / a",NA,-2.649884777,NA,-11.16804781,NA,17.8979611
"a * d",NA,6.868789034,118.8206485,NA,NA,NA
"a + d",NA,NA,NA,-11.7921393,NA,21.18408536
"a - d",NA,NA,NA,12.76303783,NA,-22.59912411
"d - a",NA,NA,NA,-12.76303783,NA,22.59912411
"a",0.0485,0.046410547,NA,NA,NA,NA
"d",0.371283169,-0.008051552,0.348280989,NA,NA,NA
"a / d",NA,0.123054175,-0.52390605,NA,-0.061307231,0.19678878
"d / a",NA,-0.26931399,1.181275527,NA,-0.229023924,NA
"a * d",NA,0.016529175,0.109284636,NA,0.014362713,NA
"a + d",NA,0.036622276,0.365038418,NA,NA,NA
"a - d",NA,0.054890592,-0.350621797,NA,NA,NA
"d - a",NA,-0.054890592,0.350621797,NA,NA,NA
"a",1.788,1.8595633,NA,NA,NA,0.469719268
"d",9.02,NA,8.783856693,NA,NA,NA
"a / d",NA,0.075322236,-0.12560761,NA,NA,0.036425772
"d / a",NA,-0.90734774,1.088206901,NA,-0.293164361,NA
"a * d",NA,43.01680672,23.72979627,NA,7.66969144,30.67042996
"a + d",NA,1.943924378,8.042771143,NA,NA,NA
"a - d",NA,1.670801258,-8.850616028,NA,NA,NA
"d - a",NA,-1.670801258,8.850616028,NA,NA,NA
"a",0.045,0.045825981,NA,NA,NA,NA
"d",4.22,NA,2.895118467,NA,NA,NA
"a / d",NA,NA,0.005145622,NA,NA,NA
"d / a",NA,NA,-2.827894675,NA,NA,NA
"a * d",NA,1.687477407,-2.762823459,NA,NA,-2.213902937
"a + d",NA,NA,2.930859522,NA,NA,NA
"a - d",NA,NA,-2.874500829,NA,NA,NA
"d - a",NA,NA,2.874500829,NA,NA,NA
"a",0.0425,0.036185145,NA,NA,NA,NA
"d",2.6,NA,NA,NA,NA,NA
"a / d",NA,NA,NA,NA,0.001062955,NA
"d / a",NA,NA,NA,NA,NA,NA
"a * d",NA,2.299539971,NA,NA,NA,NA
"a + d",NA,NA,NA,NA,NA,NA
"a - d",NA,NA,NA,NA,NA,NA
"d - a",NA,NA,NA,NA,NA,NA
"a",0.45,0.451458344,NA,NA,NA,NA
"d",360.3,NA,363.7284702,NA,NA,NA
"a / d",NA,0.00106598,-0.015667725,NA,NA,0.007204894
"d / a",NA,-8.847710827,88.36200527,NA,NA,NA
"a * d",NA,149.9494261,NA,-450.8691227,NA,941.6692265
"a + d",NA,NA,363.1679099,NA,NA,NA
"a - d",NA,NA,-364.2905928,NA,NA,NA
"d - a",NA,NA,364.2905928,NA,NA,NA
"a",3.09,3.968442921,NA,NA,NA,NA
"d",2.56,NA,2.332916062,NA,NA,NA
"a / d",NA,0.187704365,-0.224491219,NA,NA,NA
"d / a",NA,-0.032563494,0.034537094,NA,NA,NA
"a * d",NA,86.24704214,106.9025211,NA,NA,NA
"a + d",NA,3.893237058,NA,NA,NA,NA
"a - d",NA,4.087823209,NA,NA,NA,NA
"d - a",NA,-4.087823209,NA,NA,NA,NA
"a",1.3,1.387241206,NA,NA,NA,NA
"d",0.827,NA,0.745950641,NA,NA,NA
"a / d",NA,0.652703928,-1.293335228,0.572726945,NA,NA
"d / a",NA,-0.02023526,0.046024706,NA,NA,NA
"a * d",NA,2.838421962,8.29221994,NA,NA,NA
"a + d",NA,1.363862078,NA,NA,NA,0.706874119
"a - d",NA,1.398391659,NA,0.475707296,NA,NA
"d - a",NA,-1.398391659,NA,-0.475707296,NA,NA
"a",3.895,3.885709118,NA,NA,NA,NA
"d",17.32,0.82533023,19.04985137,NA,NA,NA
"a / d",NA,0.15970259,-0.120578541,NA,-0.076996949,0.036956284
"d / a",NA,-4.702657353,9.267990807,4.930599767,NA,NA
"a * d",NA,95.16332677,90.49008418,NA,63.13614116,NA
"a + d",NA,4.766122564,20.58798782,1.53441281,-1.11707861,NA
"a - d",NA,3.10522811,-17.9938256,NA,NA,NA
"d - a",NA,-3.10522811,17.9938256,NA,NA,NA
"a",18.55,19.13978572,-7.320021782,NA,NA,10.1859444
"d",3,NA,3.342871738,0.754472977,NA,NA
"a / d",NA,1.861987174,-2.085841421,NA,-0.902639175,0.914917242
"d / a",NA,-0.049138229,0.031890468,NA,NA,NA
"a * d",NA,220.8506968,NA,NA,NA,218.6664986
"a + d",NA,18.94551887,NA,NA,NA,10.34255346
"a - d",NA,19.41704516,-10.56058859,NA,NA,10.12201938
"d - a",NA,-19.41704516,10.56058859,NA,NA,-10.12201938
"a",5.375,7.666030157,NA,NA,-5.586309637,NA
"d",38.9,NA,39.47367384,NA,NA,NA
"a / d",NA,0.07370512,-0.24348973,0.123717023,NA,NA
"d / a",NA,-0.064009288,NA,-0.098357757,NA,0.128595167
"a * d",NA,807.5049131,4402.558849,NA,-1347.225928,NA
"a + d",NA,9.769135323,45.39922946,NA,-17.28668275,NA
"a - d",NA,6.86759388,NA,8.821106415,NA,NA
"d - a",NA,-6.86759388,NA,-8.821106415,NA,NA
"a",0.475,0.344347169,NA,NA,NA,NA
"d",3.3,NA,2.17163943,NA,NA,NA
"a / d",NA,0.035760635,-0.119111808,NA,NA,NA
"d / a",NA,-0.040506056,0.174234016,NA,NA,NA
"a * d",NA,NA,39.06499844,NA,NA,NA
"a + d",NA,NA,3.284816863,NA,NA,NA
"a - d",NA,0.390830013,-1.956845061,NA,NA,NA
"d - a",NA,-0.390830013,1.956845061,NA,NA,NA
"a",76.5,76.27232621,NA,NA,NA,NA
"d",89.62,NA,94.87901172,NA,NA,NA
"a / d",NA,0.513185196,-0.067868413,NA,-0.246190964,NA
"d / a",NA,2.356759781,-293.5004965,-104.2846392,86.9854565,197.4622567
"a * d",NA,11553.91274,3123.82981,695.2955525,6593.824003,NA
"a + d",NA,79.06398833,95.40865999,NA,NA,NA
"a - d",NA,73.761522,-97.43794562,NA,NA,NA
"d - a",NA,-73.761522,97.43794562,NA,NA,NA
"a",0.525,0.501000758,NA,NA,NA,NA
"d",118.3,NA,117.1434713,NA,NA,NA
"a / d",NA,0.013243079,-0.096845546,NA,-0.01654037,0.053439009
"d / a",NA,-4.513995518,54.49135572,NA,-11.97719319,NA
"a * d",NA,19.95317619,248.6106775,NA,54.37472505,NA
"a + d",NA,NA,117.058341,NA,NA,NA
"a - d",NA,NA,-117.387901,NA,NA,NA
"d - a",NA,NA,117.387901,NA,NA,NA
"a",21.4,19.83661014,NA,NA,NA,NA
"d",9.45,NA,8.559103983,NA,NA,NA
"a / d",NA,3.608486495,-15.10739324,0.620069027,-3.631576482,6.714686891
"d / a",NA,-0.017879735,0.091127491,NA,-0.016636075,NA
"a * d",NA,112.2295454,869.7056539,NA,203.9989587,NA
"a + d",NA,19.77778978,9.393991404,NA,NA,NA
"a - d",NA,19.90595218,NA,NA,NA,NA
"d - a",NA,-19.90595218,NA,NA,NA,NA
"a",14.97,15.27879881,NA,NA,NA,NA
"d",16.8,NA,16.67168966,NA,NA,NA
"a / d",NA,1.024435827,-2.766317721,NA,-0.744820974,1.205373316
"d / a",NA,-0.147289186,0.373050436,NA,-0.093716152,NA
"a * d",NA,222.7073538,674.3054606,NA,303.3325112,NA
"a + d",NA,15.21561462,8.439715947,NA,NA,4.891895429
"a - d",NA,15.44507097,-17.92824152,NA,NA,NA
"d - a",NA,-15.44507097,17.92824152,NA,NA,NA
"a",0.845,0.876850705,NA,NA,NA,NA
"d",4.1,NA,3.943682582,NA,NA,NA
"a / d",NA,0.17287304,-0.376916889,NA,-0.11598063,0.12571621
"d / a",NA,-0.613480865,1.177336083,0.197509541,NA,NA
"a * d",NA,4.432103274,12.25715589,NA,4.307131208,NA
"a + d",NA,0.817441988,3.902431899,NA,NA,NA
"a - d",NA,0.92374409,-3.971634906,NA,NA,NA
"d - a",NA,-0.92374409,3.971634906,NA,NA,NA
"a",61.385,55.43194685,NA,-30.38153695,NA,NA
"d",32.93,NA,29.83556679,NA,NA,NA
"a / d",NA,0.545022607,-2.399546507,NA,NA,NA
"d / a",NA,-0.013030133,0.062685509,NA,NA,NA
"a * d",NA,5185.432749,NA,-7307.755637,NA,4287.482902
"a + d",NA,58.61530005,NA,-42.77139583,NA,NA
"a - d",NA,52.66284508,-38.32441563,-24.80008123,NA,NA
"d - a",NA,-52.66284508,38.32441563,24.80008123,NA,NA
"a",2.5,6.954732741,NA,NA,NA,NA
"d",27.3,NA,27.38106982,NA,NA,NA
"a / d",NA,0.47528935,-7.058783764,NA,-0.723311853,3.309641937
"d / a",NA,-0.012830513,0.212346061,NA,NA,NA
"a * d",NA,140.3007125,4181.418125,361.5495927,NA,NA
"a + d",NA,6.875272716,37.2792629,NA,NA,NA
"a - d",NA,7.234346235,-12.5465206,NA,NA,NA
"d - a",NA,-7.234346235,12.5465206,NA,NA,NA
"a",8.65,8.531137904,NA,NA,NA,NA
"d",0.91,NA,1.05108278,NA,NA,NA
"a / d",NA,1.703173524,-0.237461836,NA,-0.270129266,NA
"d / a",NA,1.131326967,26.37945745,7.079373869,-10.93411224,-17.45258594
"a * d",NA,42.06677794,3.841324558,NA,11.96067455,NA
"a + d",NA,8.501744523,0.572632483,NA,NA,NA
"a - d",NA,8.532979199,-1.163807568,NA,NA,NA
"d - a",NA,-8.532979199,1.163807568,NA,NA,NA
"a",0.066,0.057438179,NA,NA,NA,-0.021606961
"d",0.48,NA,NA,NA,NA,NA
"a / d",NA,0.003248006,NA,NA,NA,NA
"d / a",NA,-4.089129598,NA,NA,NA,NA
"a * d",NA,1.014666773,NA,NA,NA,NA
"a + d",NA,NA,NA,NA,NA,NA
"a - d",NA,NA,NA,NA,NA,NA
"d - a",NA,NA,NA,NA,NA,NA
"a",0.095,NA,NA,NA,0.222996491,NA
"d",0.826,NA,0.757204912,NA,NA,NA
"a / d",NA,0.019558601,-0.11825413,NA,NA,NA
"d / a",NA,-0.044533955,0.272577868,NA,NA,NA
"a * d",NA,NA,1.612704526,NA,0.692363412,NA
"a + d",NA,NA,0.75397059,NA,NA,NA
"a - d",NA,NA,-0.703928464,NA,NA,NA
"d - a",NA,NA,0.703928464,NA,NA,NA
"a",7.485,7.33290841,NA,NA,NA,0.719128884
"d",78.35,NA,79.76065485,2.183823093,NA,NA
"a / d",NA,0.185385967,-0.524367176,NA,-0.169511064,0.270389368
"d / a",NA,-1.75226399,8.144653953,1.70221883,-2.751727648,-2.205554969
"a * d",NA,277.3491223,1088.562726,NA,653.2339733,160.5862004
"a + d",NA,7.596984878,79.86129007,2.434536348,NA,NA
"a - d",NA,7.115218563,-78.92013333,NA,NA,NA
"d - a",NA,-7.115218563,78.92013333,NA,NA,NA
"a",24,23.98511026,NA,NA,NA,NA
"d",6.43,NA,5.656823838,NA,NA,NA
"a / d",NA,0.958149463,-0.193689944,NA,NA,NA
"d / a",NA,-1.513526959,NA,0.782563015,1.304765584,NA
"a * d",NA,578.3806287,112.5478038,NA,142.435058,NA
"a + d",NA,24.13605743,4.597303956,NA,NA,NA
"a - d",NA,23.72303008,-5.18275536,NA,NA,NA
"d - a",NA,-23.72303008,5.18275536,NA,NA,NA
"a",10,10.12159662,NA,NA,NA,NA
"d",69,NA,68.99292668,NA,NA,NA
"a / d",NA,0.168519588,-0.459888746,-0.032613266,-0.118338559,0.202684092
"d / a",NA,-1.219435685,4.591376396,1.286808393,-0.910809822,-1.045181351
"a * d",NA,591.5451418,1667.149976,NA,840.461131,NA
"a + d",NA,9.949078503,67.88586048,NA,NA,NA
"a - d",NA,10.3877516,-71.05956194,NA,NA,NA
"d - a",NA,-10.3877516,71.05956194,NA,NA,NA
"a",9.35,9.883462935,NA,NA,NA,NA
"d",3.52,NA,4.00724743,NA,NA,-0.373226748
"a / d",NA,2.361074767,-6.396572939,NA,-1.516117179,2.577318132
"d / a",NA,-0.035914023,0.089017348,NA,-0.024217978,NA
"a * d",NA,45.42431736,143.6259491,NA,16.41859344,NA
"a + d",NA,9.88514586,6.781147592,NA,NA,NA
"a - d",NA,9.83508517,NA,1.376935497,NA,-1.149656178
"d - a",NA,-9.83508517,NA,-1.376935497,NA,1.149656178
"a",0.8025,0.93237243,NA,NA,-0.322936297,NA
"d",0.119,NA,0.094886248,NA,NA,NA
"a / d",NA,0.988627323,NA,0.880130057,NA,NA
"d / a",NA,-0.015018231,NA,-0.012230028,NA,NA
"a * d",NA,0.833628843,0.987474023,NA,NA,NA
"a + d",NA,0.938344893,NA,NA,-0.415864147,NA
"a - d",NA,0.933614159,NA,0.41720203,NA,NA
"d - a",NA,-0.933614159,NA,-0.41720203,NA,NA
"a",200.15,198.3805452,NA,NA,NA,NA
"d",0.198,NA,0.178548724,NA,NA,NA
"a / d",NA,214.8669439,-115.0016506,NA,NA,NA
"d / a",NA,-0.000331655,NA,NA,NA,9.97e-05
"a * d",NA,188.1636897,NA,-96.34059294,NA,NA
"a + d",NA,198.3796091,NA,NA,NA,NA
"a - d",NA,198.3817272,NA,NA,NA,NA
"d - a",NA,-198.3817272,NA,NA,NA,NA
"a",1.65,3.071337852,NA,NA,NA,NA
"d",4.3,NA,4.117797639,NA,NA,NA
"a / d",NA,0.246145012,-3.486837842,NA,NA,NA
"d / a",NA,-0.007256183,0.07288513,NA,NA,NA
"a * d",NA,24.02149202,198.617559,NA,NA,NA
"a + d",NA,3.109700681,3.960772059,NA,NA,NA
"a - d",NA,3.015512415,NA,NA,NA,-3.773870322
"d - a",NA,-3.015512415,NA,NA,NA,3.773870322
"a",1.2,1.439438506,NA,NA,-0.639972022,NA
"d",1.166668,NA,0.998268957,NA,NA,NA
"a / d",NA,0.413505518,-0.347980457,NA,-0.357283085,NA
"d / a",NA,-0.161655559,NA,NA,0.082345543,0.060661427
"a * d",NA,5.261839526,5.036935532,-2.150069357,NA,NA
"a + d",NA,1.212878605,0.619273579,-0.393459888,NA,NA
"a - d",NA,1.614674877,-1.044306401,NA,-0.97907174,NA
"d - a",NA,-1.614674877,1.044306401,NA,0.97907174,NA
"a",0.04,0.038007884,NA,NA,NA,NA
"d",12.2,NA,11.96107058,NA,NA,NA
"a / d",NA,0.005003718,-0.069515658,NA,NA,0.031700979
"d / a",NA,-1.406484021,20.86972366,NA,NA,NA
"a * d",NA,0.191156805,6.959807788,NA,0.840278905,NA
"a + d",NA,NA,11.96527392,NA,NA,NA
"a - d",NA,NA,-11.94421028,NA,NA,NA
"d - a",NA,NA,11.94421028,NA,NA,NA
"a",14.47,15.10470888,NA,NA,NA,3.496196593
"d",2.67,NA,2.695586956,NA,NA,NA
"a / d",NA,1.540727844,-2.0579995,NA,NA,NA
"d / a",NA,-0.017803945,0.015881591,NA,NA,NA
"a * d",NA,151.8971167,352.1306704,NA,NA,NA
"a + d",NA,15.00887861,NA,NA,NA,5.507138278
"a - d",NA,15.20292933,NA,NA,NA,NA
"d - a",NA,-15.20292933,NA,NA,NA,NA
"a",495,465.1012448,NA,NA,120.9484743,NA
"d",0.17,NA,0.157063099,NA,NA,NA
"a / d",NA,1210.923882,-1387.838925,NA,NA,NA
"d / a",NA,-0.000110446,8.65e-05,NA,NA,NA
"a * d",NA,180.3564988,229.5097681,NA,96.29305305,NA
"a + d",NA,465.1076566,NA,NA,120.9169278,NA
"a - d",NA,465.0948959,NA,NA,120.9798772,NA
"d - a",NA,-465.0948959,NA,NA,-120.9798772,NA
"a",10.31,10.66864442,NA,NA,NA,NA
"d",20.9,NA,26.67594219,NA,NA,NA
"a / d",NA,0.041494303,NA,NA,NA,NA
"d / a",NA,-2.880794791,NA,0.730869733,NA,NA
"a * d",NA,2636.45946,849.1555855,NA,NA,NA
"a + d",NA,10.33028166,26.11464715,NA,NA,NA
"a - d",NA,10.04031142,-24.86516992,NA,NA,NA
"d - a",NA,-10.04031142,24.86516992,NA,NA,NA
"a",0.2905,0.423925307,NA,NA,NA,NA
"d",7.375,NA,7.459696547,NA,NA,NA
"a / d",NA,NA,-3.820916542,NA,NA,1.716521603
"d / a",NA,NA,0.364906068,NA,-0.021202039,NA
"a * d",NA,2.963195117,146.4586997,NA,NA,NA
"a + d",NA,0.400369399,7.439709891,NA,NA,NA
"a - d",NA,0.353398442,-7.118037752,NA,NA,NA
"d - a",NA,-0.353398442,7.118037752,NA,NA,NA
"a",76.5,76.87071234,NA,NA,NA,NA
"d",12.63,NA,13.64878325,NA,NA,NA
"a / d",NA,4.214428638,-1.84041539,-0.251873426,-2.227444079,0.731335092
"d / a",NA,0.311728443,NA,-0.948816882,-0.985929898,NA
"a * d",NA,1402.340791,349.4231205,NA,1056.303283,NA
"a + d",NA,76.92372175,NA,-2.923350877,NA,NA
"a - d",NA,76.77262774,-27.24095888,-5.570112459,NA,7.469152502
"d - a",NA,-76.77262774,27.24095888,5.570112459,NA,-7.469152502
"a",3.25,3.273249335,NA,NA,NA,NA
"d",16,NA,15.39879742,NA,NA,NA
"a / d",NA,0.124429527,-0.13067379,NA,-0.062333242,0.04489948
"d / a",NA,-2.956625242,2.046310731,1.33560585,NA,NA
"a * d",NA,87.21575513,107.2514936,NA,53.07952264,NA
"a + d",NA,2.988689602,15.50103415,NA,NA,NA
"a - d",NA,3.509913354,-15.30784124,NA,NA,NA
"d - a",NA,-3.509913354,15.30784124,NA,NA,NA
"a",0.132,0.484356596,NA,NA,NA,0.848469412
"d",0.193,NA,0.172985616,NA,NA,NA
"a / d",NA,NA,-1.875275045,NA,NA,NA
"d / a",NA,-0.001081025,0.004833762,NA,NA,NA
"a * d",NA,NA,2.610424058,NA,NA,NA
"a + d",NA,0.482109851,NA,NA,NA,1.012780044
"a - d",NA,0.48572139,NA,NA,NA,0.694048737
"d - a",NA,-0.48572139,NA,NA,NA,-0.694048737
"a",0.2855,0.200105202,NA,NA,NA,NA
"d",0.237,NA,0.26690164,NA,-0.133855973,NA
"a / d",NA,0.11123381,NA,NA,NA,NA
"d / a",NA,-0.021036807,NA,NA,NA,NA
"a * d",NA,NA,NA,-1.097679641,NA,NA
"a + d",NA,0.105201039,NA,-0.336642568,NA,NA
"a - d",NA,0.264406852,NA,NA,NA,NA
"d - a",NA,-0.264406852,NA,NA,NA,NA
"a",1.965,1.992917894,NA,NA,-0.171079356,NA
"d",1.2,NA,NA,NA,NA,NA
"a / d",NA,0.083848794,NA,NA,NA,NA
"d / a",NA,-4.748941951,NA,2.53198658,2.091551684,NA
"a * d",NA,47.19964164,NA,NA,-6.638241024,NA
"a + d",NA,2.158976482,NA,NA,NA,NA
"a - d",NA,1.898152379,NA,NA,NA,NA
"d - a",NA,-1.898152379,NA,NA,NA,NA
"a",14.65,15.72332661,NA,NA,NA,NA
"d",0.71315864,NA,0.809642198,NA,NA,NA
"a / d",NA,6.555237585,-14.68665364,NA,NA,NA
"d / a",NA,-0.003804918,0.006585247,NA,NA,NA
"a * d",NA,36.68235605,68.05062541,NA,NA,NA
"a + d",NA,15.70904422,NA,NA,NA,NA
"a - d",NA,15.731007,NA,NA,NA,NA
"d - a",NA,-15.731007,NA,NA,NA,NA
"a",1.625,1.787985383,NA,NA,NA,NA
"d",0.03,NA,0.067469278,NA,NA,NA
"a / d",NA,3.632650866,-2.534848358,NA,NA,NA
"d / a",NA,-0.008475239,0.003965903,NA,NA,NA
"a * d",NA,0.879738984,NA,NA,NA,NA
"a + d",NA,1.788034905,NA,NA,NA,NA
"a - d",NA,1.786238641,NA,NA,NA,NA
"d - a",NA,-1.786238641,NA,NA,NA,NA
"a",2.52,2.4521075,NA,NA,0.739879953,NA
"d",12.74,NA,12.58443105,NA,NA,NA
"a / d",NA,0.10497904,-0.167597935,NA,-0.034577463,0.049397574
"d / a",NA,-1.127110673,1.45356066,0.415843225,NA,NA
"a * d",NA,56.26087688,110.0391133,NA,66.85554057,NA
"a + d",NA,2.234580048,12.75646512,NA,1.455948612,NA
"a - d",NA,2.61058789,-12.53299855,NA,NA,NA
"d - a",NA,-2.61058789,12.53299855,NA,NA,NA
"a",0.073627519,0.073636967,NA,NA,NA,NA
"d",4.77,NA,NA,-2.16201833,NA,3.453260002
"a / d",NA,0.00237984,NA,NA,-0.000344259,NA
"d / a",NA,442.4817675,-26402.26087,-11194.49069,3464.828352,17831.18866
"a * d",NA,2.297000262,NA,-0.056647515,0.378241676,0.057319417
"a + d",NA,NA,NA,-2.179584199,NA,3.490819089
"a - d",NA,NA,NA,2.127863965,NA,-3.401747134
"d - a",NA,NA,NA,-2.127863965,NA,3.401747134
"a",42,41.73141773,NA,NA,7.985269547,NA
"d",1.517541795,NA,1.511919822,NA,NA,NA
"a / d",NA,-159.6599665,3585.181577,NA,505.530591,-2676.578025
"d / a",NA,0.000301566,0.008513911,NA,-0.002139802,NA
"a * d",NA,-10.66907044,275.9559072,NA,66.70507333,NA
"a + d",NA,41.65603172,NA,NA,8.193943528,NA
"a - d",NA,41.73427937,NA,NA,7.914101169,NA
"d - a",NA,-41.73427937,NA,NA,-7.914101169,NA
"a",9.6,9.368356591,NA,NA,NA,NA
